CODIGO;DENOMINACION_GENERICA_ES;DENOMINACION_GENERICA_VAL;DENOMINACION_ESPECIFICA;DENOMINACION;REGIMEN;TIPO_VIA;DIRECCION;NUMERO;CODIGO_POSTAL;LOCALIDAD;PROVINCIA;TELEFONO;FAX;COD_EDIFICACION;LONGITUD;LATITUD;TITULARIDAD;CIF;COMARCA
46003676;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;VICENT TOSCA;CEIP VICENT TOSCA;PÚB.;CL;CONSTANTI LLOMBART;1;46950;XIRIVELLA;VALÈNCIA;962566600;962566601; 1,0;-0.416257;39.466978;GENERALITAT VALENCIANA;Q9655482I;L'HORTA OEST
46003706;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;COLEGIO DE LEVANTE;CENTRO PRIVADO COLEGIO DE LEVANTE;PRIV.;UR;CUMBRES DE CALICANTO;S/N;46370;CHIVA;VALÈNCIA;961980650;961980070; 1,0;-0.560026;39.434368;;;LA HOYA DE BUÑOL
46003718;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;DOCTOR CORACHÁN;CEIP DOCTOR CORACHÁN;PÚB.;CL;RUBIO;26;46370;CHIVA;VALÈNCIA;961808400;961808401; 1,0;-0.715965;39.471728;GENERALITAT VALENCIANA;Q9655590I;LA HOYA DE BUÑOL
46003743;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;MESTRE RAFAEL NOGUERA;CEIP MESTRE RAFAEL NOGUERA;PÚB.;CL;ERA;S/N;46710;DAIMÚS;VALÈNCIA;962826670;962826671; 1,0;-0.151188;38.968065;GENERALITAT VALENCIANA;Q9655606C;LA SAFOR
46003810;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;IALE;CENTRE PRIVAT IALE;PRIV.;CL;DOCTOR PESET;4;46183;L'ELIANA;VALÈNCIA;962741319;962744150; 1,0;-0.544467;39.565578;;;EL CAMP DE TÚRIA
46003834;CENTRO PRIVADO DE EDUCACIÓN INFANTIL;CENTRE PRIVAT D'EDUCACIÓ INFANTIL;SANTA CLARA;CENTRE PRIV. ED. INFANTIL SANTA CLARA;PRIV.;CL;MÀRTIRS;11;46183;L'ELIANA;VALÈNCIA;962740620;; 1,0;-0.5189;39.553775;;;EL CAMP DE TÚRIA
46003846;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;VIRGEN DEL CARMEN;CEIP VIRGEN DEL CARMEN;PÚB.;AV;ALCALDE ENRIQUE DARIES;20;46183;L'ELIANA;VALÈNCIA;962718015;962718016; 1,0;-0.526748;39.562964;GENERALITAT VALENCIANA;Q9655730A;EL CAMP DE TÚRIA
46003861;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;EDUARDO LÓPEZ PALOP;CEIP EDUARDO LÓPEZ PALOP;PÚB.;CL;SAN JAIME;S/N;46810;ENGUERA;VALÈNCIA;962249845;962249846; 1,0;-0.688627;38.974149;GENERALITAT VALENCIANA;Q9655009J;LA CANAL DE NAVARRÉS
46003901;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;LES ERES;CEIP LES ERES;PÚB.;CR;XÀTIVA;S/N;46669;L'ÈNOVA;VALÈNCIA;962249785;962249786; 1,0;-0.478696;39.042236;GENERALITAT VALENCIANA;Q9655613I;LA RIBERA ALTA
46003925;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;EL BRAÇAL;CEIP EL BRAÇAL;PÚB.;AV;ASSAGADOR;3;46590;ESTIVELLA;VALÈNCIA;962617295;962617296; 1,0;-0.348773;39.716397;GENERALITAT VALENCIANA;Q9655614G;EL CAMP DE MORVEDRE
46003949;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;SAN VICENTE FERRER;CEIP SAN VICENTE FERRER;PÚB.;CL;COLÓN;13;46512;FAURA;VALÈNCIA;962617300;962617301; 1,0;-0.267089;39.724542;GENERALITAT VALENCIANA;Q9655615D;EL CAMP DE MORVEDRE
46003950;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;FÉLIX OLMOS;CEIP FÉLIX OLMOS;PÚB.;CL;SANT LLORENÇ;S/N;46614;FAVARA;VALÈNCIA;961719020;961719021; 1,0;-0.292736;39.126648;GENERALITAT VALENCIANA;Q9655616B;LA RIBERA BAIXA
12005817;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;CONTRAPUNT;ESCOLA PRIVADA DE MÚSICA CONTRAPUNT;PRIV.;CL;SIMANCAS;6;12592;XILXES;CASTELLÓ;964590034;; 1,0;-0.189122;39.781771;;;LA PLANA BAIXA
12005829;ESCUELA PÚBLICA DE MÚSICA;ESCOLA PÚBLICA DE MÚSICA;MUNICIPAL;E. DE MÚSICA MUNICIPAL;PÚB.;CL;PUTJADA DELS LLAVADORS;7;12300;MORELLA;CASTELLÓ;964173343;; 1,0;-0.098619;40.620639;AJUNTAMENT DE MORELLA;;ELS PORTS
12005830;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;;ESCOLA PRIVADA DE MÚSICA;PRIV.;AV;ONDA;18;12210;RIBESALBES;CASTELLÓ;964610120;; 1,0;-0.279226;40.019316;;;LA PLANA BAIXA
12005842;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;ADRIAN PONZ;ESCOLA PRIVADA DE MÚSICA ADRIAN PONZ;PRIV.;CL;NOU;2-4;12194;VALL D'ALBA;CASTELLÓ;692653020;; 1,0;-0.035633;40.176166;;;LA PLANA ALTA
12005854;ESCUELA PÚBLICA DE MÚSICA;ESCOLA PÚBLICA DE MÚSICA;MUNICIPAL;E. DE MÚSICA MUNICIPAL;PÚB.;PZ;AJUNTAMENT;3;12413;ALMEDÍJAR;CASTELLÓ;964137018;; 1,0;-0.40927;39.872339;AYUNTAMIENTO DE ALMEDÍJAR;;ALTO PALANCIA
12005866;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;ESTEPAR;CEIP ESTEPAR;PÚB.;CL;PASCUAL ASENSIO HERNÁNDEZ.;30;12006;CASTELLÓ DE LA PLANA;CASTELLÓ;964558990;964558991; 1,0;-0.053314;39.973815;GENERALITAT VALENCIANA;Q1200290C;LA PLANA ALTA
12005881;CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS;CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES;VICTORIA KENT;CENTRE PÚBLIC FPA VICTORIA KENT;PÚB.;CR;ALCORA, KM. 10;;12006;CASTELLÓ DE LA PLANA;CASTELLÓ;964738620;964738621; 1,0;-0.097075;39.999183;GENERALITAT VALENCIANA;Q1200300J;LA PLANA ALTA
12005891;CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS;CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES;MARQUÉS DE BENICARLÓ;CENTRE PÚBLIC FPA MARQUÉS DE BENICARLÓ;PÚB.;CL;SANTS MÀRTIRS;25;12580;BENICARLÓ;CASTELLÓ;964405630;964405631; 1,0;0.424194;40.421313;GENERALITAT VALENCIANA;Q1200302F;EL BAIX MAESTRAT
12005908;CENTRO PRIVADO FORMACIÓN PROFESIONAL ESPECÍFICA;CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA;ESORIB, CENTRO DE FORMACIÓN PROFESIONAL;CENTRE PRIVAT FP ESORIB;PRIV.;CL;RÍO ADRA;32-34;12006;CASTELLÓ DE LA PLANA;CASTELLÓ;964341752;964341753; 1,0;-0.053644;39.977223;;;LA PLANA ALTA
12005921;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;LLEDÓ, INTERNATIONAL SCHOOL;CENTRE PRIVAT LLEDÓ, INTERNATIONAL SCHOOL;PRIV.;CM;CAMINÀS;175;12003;CASTELLÓ DE LA PLANA;CASTELLÓ;964723170;964723171; 1,0;-0.021511;40.001065;;;LA PLANA ALTA
12005945;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL ISABEL GONZÁLEZ TORRES;EI 1ER CICLE MUNICIPAL ISABEL GONZÁLEZ TORRES;PÚB.;CL;RAFOL;S/N;12592;XILXES;CASTELLÓ;964583311;964590425; 1,0;-0.187666;39.782174;AJUNTAMENT DE XILXES;;LA PLANA BAIXA
12005957;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;BRESSOLS, SL;CENTRE PRIV. ED. INF. 1ER CICLE BRESSOLS, SL;PRIV.;AV;DEL MAR;29;12200;ONDA;CASTELLÓ;964604202;; 1,0;-0.249692;39.962756;;;LA PLANA BAIXA
12005970;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;LA MOLA;CEIP LA MOLA;PÚB.;CL;LA MOLA;S/N;12579;ALCALÀ DE XIVERT - ALCOSSEBRE;CASTELLÓ;964336075;964336076; 1,0;0.27704;40.24749;GENERALITAT VALENCIANA;Q1200294E;EL BAIX MAESTRAT
12005982;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;;ESCOLA PRIVADA DE MÚSICA;PRIV.;PZ;GASPAR I FUSTER;S/N;12140;ALBOCÀSSER;CASTELLÓ;964428001;; 1,0;0.023689;40.356336;;;L'ALT MAESTRAT
12005994;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;EN VICENT SERRANO I GIL;ESCOLA PRIVADA DE MÚSICA EN VICENT SERRANO I GIL;PRIV.;CL;VENERABLE CURA BELTRÁN;S/N;12110;L'ALCORA;CASTELLÓ;964363073;; 1,0;-0.211852;40.075904;;;L'ALCALATÉN
12006007;ESCUELA PRIVADA DE MÚSICA Y DANZA;ESCOLA PRIVADA DE MÚSICA I DANSA;MESTRE AGUT MANRIQUE;ESCOLA PRIVADA DE MÚSICA I DANSA MESTRE AGUT MANRIQUE;PRIV.;CL;ESTRET;1;12550;ALMASSORA;CASTELLÓ;964563273;; 1,0;-0.066063;39.943169;;;LA PLANA ALTA
12006019;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;UNIÓN MUSICAL SANTA CECILIA;ESCOLA PRIVADA DE MÚSICA UNIÓN MUSICAL SANTA CECILIA;PRIV.;CL;MAGISTRADO;7;12578;CERVERA DEL MAESTRE;CASTELLÓ;964498003;; 1,0;0.279085;40.454601;;;EL BAIX MAESTRAT
12006020;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;JOSÉ FERRERES GRANELL;ESCOLA PRIVADA DE MÚSICA JOSÉ FERRERES GRANELL;PRIV.;CL;SANTO DOMINGO;36;12170;SANT MATEU;CASTELLÓ;964416179;; 1,0;0.181482;40.465774;;;EL BAIX MAESTRAT
12006032;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;SOCIEDAD MUSICAL;ESCUELA PRIVADA DE MÚSICA SOCIEDAD MUSICAL;PRIV.;CL;FRAY BONIFACIO FERRER;S/N;12400;SEGORBE;CASTELLÓ;964712403;; 1,0;-0.492851;39.849864;;;ALTO PALANCIA
12006044;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;UNIÓ MUSICAL LA LIRA;ESCOLA PRIVADA DE MÚSICA UNIÓ MUSICAL LA LIRA;PRIV.;CL;ECCE HOMO;1;12540;VILA-REAL;CASTELLÓ;692029997;; 1,0;-0.101396;39.937888;;;LA PLANA BAIXA
12006056;SECCIÓN DE EDUCACIÓN SECUNDARIA;SECCIÓ D'EDUCACIÓ SECUNDÀRIA;DE L'IES MATILDE SALVADOR A CASTELLÓ DE LA PLANA;SECCIÓ DE L'IES MATILDE SALVADOR A CASTELLÓ DE LA PLANA;PÚB.;CM;PI GROS;S/N;12005;CASTELLÓ DE LA PLANA;CASTELLÓ;964399030;964399031; 1,0;-0.054846;39.970543;GENERALITAT VALENCIANA;Q1200286A;LA PLANA ALTA
12006068;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL VIRGEN DEL NIÑO PERDIDO;EI 1ER CICLE MUNICIPAL VIRGEN DEL NIÑO PERDIDO;PÚB.;CL;SAN JUAN BAUTISTA;5;12539;LES ALQUERIES;CASTELLÓ;964514093;; 1,0;-0.109791;39.895479;AJUNTAMENT DE LES ALQUERIES;;LA PLANA BAIXA
12006071;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;MIKOLE;CENTRE PRIV. ED. INF. 1ER CICLE MIKOLE;PRIV.;CL;CUADRA SABONER;4;12006;CASTELLÓ DE LA PLANA;CASTELLÓ;964218404;; 1,0;-0.06344;39.987462;;;LA PLANA ALTA
12006093;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL;EI 1ER CICLE MUNICIPAL;PÚB.;CL;CLARA CAMPOAMOR;S/N;12590;ALMENARA;CASTELLÓ;962623494;; 1,0;-0.221137;39.750657;AJUNTAMENT D'ALMENARA;;LA PLANA BAIXA
12006101;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;;ESCOLA PRIVADA DE MÚSICA;PRIV.;AV;SANT ISIDRE;S/N;12132;ATZENETA DEL MAESTRAT;CASTELLÓ;699959976;; 1,0;-0.171543;40.214546;;;L'ALCALATÉN
12006111;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;AMICS DE LA MÚSICA;ESCOLA PRIVADA DE MÚSICA AMICS DE LA MÚSICA;PRIV.;CL;CERVANTES;1;12130;SANT JOAN DE MORÓ;CASTELLÓ;607242850;; 1,0;-0.137981;40.059283;;;LA PLANA ALTA
12006123;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;DE L'ASSOCIACIO CULTURAL LA ROCA;ESCOLA PRIVADA DE MÚSICA DE L'ASSOCIACIÓ CULTURAL LA ROCA;PRIV.;CL;HERMANAS MAS;2;12192;VILAFAMÉS;CASTELLÓ;964335130;; 1,0;-0.05307;40.112887;;;LA PLANA ALTA
12006135;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;SANTA CECILIA;ESCUELA PRIVADA DE MÚSICA SANTA CECILIA;PRIV.;CL;LA CADENA;2;12460;VIVER;CASTELLÓ;964141006;; 1,0;-0.594494;39.921993;;;ALTO PALANCIA
12006147;COLEGIO RURAL AGRUPADO;COL·LEGI RURAL AGRUPAT;L'ULLASTRE;CRA L'ULLASTRE;PÚB.;CL;ESCOLES;18;12186;LA SALZADELLA;CASTELLÓ;964336080;964336081; 1,0;0.174547;40.416053;GENERALITAT VALENCIANA;Q1200283H;EL BAIX MAESTRAT
12006159;COLEGIO RURAL AGRUPADO;COL·LEGI RURAL AGRUPAT;ARABOGA;CRA ARABOGA;PÚB.;CL;ESCOLES;S/N;12340;LA JANA;CASTELLÓ;964405600;964405601; 1,0;0.274347;40.456066;GENERALITAT VALENCIANA;Q1200282J;EL BAIX MAESTRAT
12006160;COLEGIO RURAL AGRUPADO;COL·LEGI RURAL AGRUPAT;LA SERRA;CRA LA SERRA;PÚB.;AV;HERMANAS NÚÑEZ GASCÓ;S/N;12166;SIERRA ENGARCERÁN - ELS IBARSOS;CASTELLÓ;964738835;964738836; 1,0;-0.07919;40.227473;GENERALITAT VALENCIANA;Q1200285C;LA PLANA ALTA
12006172;SECCIÓN DE EDUCACIÓN SECUNDARIA;SECCIÓ D'EDUCACIÓ SECUNDÀRIA;DE L'IES JOSÉ VILAPLANA A VINARÒS;SECCIÓ DE L'IES JOSÉ VILAPLANA A VINARÒS;PÚB.;CL;29 DE SEPTIEMBRE;S/N;12500;VINARÒS;CASTELLÓ;964405650;964405651; 1,0;0.481853;40.475109;GENERALITAT VALENCIANA;Q1200308C;EL BAIX MAESTRAT
12006196;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;MENUDETS;CENTRE PRIV. ED. INF. 1ER CICLE MENUDETS;PRIV.;AV;DE CASTELLÓN;19;12560;BENICÀSSIM;CASTELLÓ;964303935;; 1,0;0.060507;40.053108;;;LA PLANA ALTA
12006214;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;TORRE DEL REI;IES TORRE DEL REI;PÚB.;CL;VICENTE BLASCO IBÁÑEZ;14;12594;ORPESA;CASTELLÓ;964738960;964738961; 1,0;0.134314;40.089974;GENERALITAT VALENCIANA;Q1200301H;LA PLANA ALTA
12006226;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;;ESCOLA PRIVADA DE MÚSICA;PRIV.;CL;PILAR;S/N;12318;CINCTORRES;CASTELLÓ;964181001;; 1,0;-0.218445;40.581637;;;ELS PORTS
12006241;COLEGIO RURAL AGRUPADO;COL·LEGI RURAL AGRUPAT;ESPADA-MILLARS;CRA ESPADA-MILLARS;PÚB.;AV;MONTI;1;12221;TALES;CASTELLÓ;964738840;964738841; 1,0;-0.306205;39.949087;GENERALITAT VALENCIANA;Q1200289E;LA PLANA BAIXA
12006251;COLEGIO RURAL AGRUPADO;COL·LEGI RURAL AGRUPAT;PEÑA ESCABIA;CRA PEÑA ESCABIA;PÚB.;CL;LORETO;12;12430;BEJÍS;CASTELLÓ;964336365;964336366; 1,0;-0.70726;39.909843;GENERALITAT VALENCIANA;Q1200288G;ALTO PALANCIA
12006263;ESCUELA SUPERIOR DE CERÁMICA;ESCOLA SUPERIOR DE CERÀMICA;;ESCOLA SUPERIOR DE CERÀMICA;PÚB.;CL;RIGOBERTA MENCHÚ;S/N;12110;L'ALCORA;CASTELLÓ;964399450;964399451; 1,0;-0.217377;40.071602;GENERALITAT VALENCIANA;Q1200317D;L'ALCALATÉN
12006329;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;L'OM;CENTRE PRIV. ED. INF. 1ER CICLE L'OM;PRIV.;CL;L'ILLA DE BALEATO;35;12006;CASTELLÓ DE LA PLANA;CASTELLÓ;964352387;; 1,0;-0.05281;39.97505;;;LA PLANA ALTA
12006330;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL LOS DUENDES;EI 1ER CICLE MUNICIPAL LOS DUENDES;PÚB.;GR;SAN LORENZO, CARRETERA RIBESALBES;S/N;12006;CASTELLÓ DE LA PLANA;CASTELLÓ;964246802;; 1,0;-0.074844;39.98174;AJUNTAMENT DE CASTELLÓ DE LA PLANA;;LA PLANA ALTA
12006342;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL DOLORES MARTÍNEZ TÁRREGA - DOLORETES;EI 1ER CICLE MUNICIPAL D.MARTÍNEZ TÁRREGA - DOLORETES;PÚB.;CL;JOSÉ ASÍN OSES;S/N;12560;BENICÀSSIM;CASTELLÓ;964303804;964303838; 1,0;0.066674;40.053738;AJUNTAMENT DE BENICÀSSIM;;LA PLANA ALTA
12006366;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;UNIÓN MUSICAL Y CULTURAL;ESCUELA PRIVADA DE MÚSICA DE LA UNIÓN MUSICAL Y CULTURAL;PRIV.;PZ;HONDA;15;12410;ALTURA;CASTELLÓ;964146186;; 1,0;-0.511656;39.850647;;;ALTO PALANCIA
12006381;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;MENUTS;CENTRE PRIV. ED. INF. 1ER CICLE MENUTS;PRIV.;CL;CÉSAR CATALDO;66;12580;BENICARLÓ;CASTELLÓ;964473079;; 1,0;0.427524;40.414832;;;EL BAIX MAESTRAT
12006391;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;SOL, SOLET;CENTRE PRIV. ED. INF. 1ER CICLE SOL, SOLET;PRIV.;CL;JOAN FUSTER;51;12200;ONDA;CASTELLÓ;699052732;; 1,0;-0.260088;39.969194;;;LA PLANA BAIXA
12006411;COLEGIO RURAL AGRUPADO;COL·LEGI RURAL AGRUPAT;LA BARDISSA;CRA LA BARDISSA;PÚB.;CL;MESTRA SAIZ;4;12511;ROSSELL;CASTELLÓ;977709010;977709011; 1,0;0.222387;40.618643;GENERALITAT VALENCIANA;Q1200304B;EL BAIX MAESTRAT
12006421;COLEGIO RURAL AGRUPADO;COL·LEGI RURAL AGRUPAT;ELS PORTS;CRA ELS PORTS;PÚB.;CL;EN PROJECTE;S/N;12310;FORCALL;CASTELLÓ;964336220;964336221; 1,0;-0.200696;40.644417;GENERALITAT VALENCIANA;Q1200306G;ELS PORTS
12006433;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;EL BORREGUET;CENTRE PRIV. ED. INF. 1ER CICLE EL BORREGUET;PRIV.;CL;JOAN MIRÓ;16;12530;BORRIANA;CASTELLÓ;964585962;; 1,0;-0.064453;39.873901;;;LA PLANA BAIXA
12006445;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;EL PINAR;CEIP EL PINAR;PÚB.;AV;DELS PINS;S/N;12100;CASTELLÓ DE LA PLANA - GRAU DE CASTELLÓ;CASTELLÓ;964738845;964738846; 1,0;0.01796;39.984823;GENERALITAT VALENCIANA;Q1200343J;LA PLANA ALTA
12006457;CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS;CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES;MUNICIPAL D'ALCALÀ DE XIVERT;CENTRE FPA MUNICIPAL D'ALCALÀ DE XIVERT;PÚB.;CL;FRANCISCO SOSPEDRA;2;12570;ALCALÀ DE XIVERT;CASTELLÓ;649713528;; 1,0;0.223525;40.302186;AJUNTAMENT D'ALCALÀ DE XIVERT;;EL BAIX MAESTRAT
12006470;CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS;CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES;MUNICIPAL DE BENICÀSSIM;CENTRE FPA MUNICIPAL DE BENICÀSSIM;PÚB.;CL;METGE SEGARRA;12;12560;BENICÀSSIM;CASTELLÓ;964300962;964302605; 1,0;0.064046;40.055976;AJUNTAMENT DE BENICÀSSIM;;LA PLANA ALTA
12006482;CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS;CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES;MUNICIPAL DE NULES;CENTRE FPA MUNICIPAL DE NULES;PÚB.;CL;SAN VICENTE ( IES GILABERT DE CENTELLES);S/N;12520;NULES;CASTELLÓ;964659302;964659301; 1,0;-0.153487;39.853978;AJUNTAMENT DE NULES;;LA PLANA BAIXA
12006494;CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS;CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES;MUNICIPAL DE SONEJA;CENTRO FPA MUNICIPAL DE SONEJA;PÚB.;CL;MAYOR;70;12480;SONEJA;CASTELLÓ;964135085;964135385; 1,0;-0.430932;39.815076;AYUNTAMIENTO DE SONEJA;;ALTO PALANCIA
12006500;CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS;CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES;MUNICIPAL DE VILAFAMÉS;CENTRE FPA MUNICIPAL DE VILAFAMÉS;PÚB.;AV;BARCELÓ;8;12192;VILAFAMÉS;CASTELLÓ;964329001;; 1,0;-0.053046;40.113075;AJUNTAMENT DE VILAFAMÉS;;LA PLANA ALTA
12006536;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;ANGELINA ABAD;CEIP ANGELINA ABAD;PÚB.;AV;MICHALOVCE;14;12540;VILA-REAL;CASTELLÓ;964738850;964738851; 1,0;-0.092311;39.943691;GENERALITAT VALENCIANA;Q1200315H;LA PLANA BAIXA
12006548;CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS;CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES;MUNICIPAL MANUEL VIDAL I SALVADOR;CENTRE FPA MUNICIPAL MANUEL VIDAL I SALVADOR;PÚB.;CL;SITJAR;17;12596;TORREBLANCA;CASTELLÓ;964420411;; 1,0;0.196316;40.219814;AJUNTAMENT DE TORREBLANCA;;LA PLANA ALTA
12006561;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;PITUFOS;CENTRE PRIV. ED. INF. 1ER CICLE PITUFOS;PRIV.;CL;OCTAVIO TEN I ORENGA;66;12600;LA VALL D'UIXÓ;CASTELLÓ;964662739;964662739; 1,0;-0.219662;39.821886;;;LA PLANA BAIXA
12006585;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;TOMBATOSSALS;CEIP TOMBATOSSALS;PÚB.;CL;DR. JUAN BAUTISTA PALOMO MARTÍ;102;12004;CASTELLÓ DE LA PLANA;CASTELLÓ;964739590;964739591; 1,0;-0.032358;39.999347;GENERALITAT VALENCIANA;Q1200329I;LA PLANA ALTA
